EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 08-04-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
17601,195864,MARZAGLIA                               ,IT,+44:38:13,+010:48:21,  54, TG3,20080923,20220130,   54,Valentina Pavan                                   
17602,195080,CORSICCHIE                              ,IT,+43:50:45,+012:02:08,1200, TG3,20051231,20220130,   54,Valentina Pavan                                   
17603,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17603,195088,CORTE_CENTRALE                          ,IT,+44:47:13,+012:01:39,  -2, TG3,20181107,20200130,   54,Valentina Pavan                                   
17603,195568,JOLANDA DI SAVOIA                       ,IT,+44:53:11,+011:58:36,  -2, TG3,20121231,20180220,   54,Valentina Pavan                                   
17603,195616,LAGOSANTO                               ,IT,+44:44:22,+012:08:55,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17604,194048,ALBARETO                                ,IT,+44:42:07,+010:57:24,  28, TG3,20051231,20220130,   54,Valentina Pavan                                   
17604,195096,CORTILE_DI_CARPI                        ,IT,+44:46:42,+010:58:16,  23, TG3,20070325,20220130,   54,Valentina Pavan                                   
 2804,195104,COTTEDE                                 ,IT,+44:06:35,+011:10:09, 794, TG3,20060101,20220130,   54,Valentina Pavan                                   
17605,195112,CUSERCOLI                               ,IT,+44:02:27,+011:58:54, 330, TG3,20051231,20210925,   54,Valentina Pavan                                   
17607,195128,DIAMANTINA                              ,IT,+44:53:09,+011:30:42,   5, TG3,20121231,20180220,   54,Valentina Pavan                                   
17607,195672,LA_VALLETTA                             ,IT,+44:54:52,+011:29:46,   6, TG3,20051231,20200130,   54,Valentina Pavan                                   
17607,195952,MIRABELLO                               ,IT,+44:49:54,+011:27:15,  10, TG3,20051231,20220130,   54,Valentina Pavan                                   
17607,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
17607,197960,FERRARA_URBANA                          ,IT,+44:49:56,+011:37:16,  26, TG3,20051231,20220130,   54,Valentina Pavan                                   
17607,916133,FERRARA                                 ,IT,+44:50:00,+011:37:00,  11, TG5,20050602,20200229,     ,                    
17607,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
 2806,195144,DIGA DEL BRUGNETO                       ,IT,+44:32:02,+009:12:30, 744, TG3,20051231,20220130,   54,Valentina Pavan                                   
17608,195152,DIGA_DI_BRASIMONE                       ,IT,+44:07:44,+011:07:03, 840, TG3,20180407,20220130,   54,Valentina Pavan                                   
 2807,195160,DIGA DI PAVANA                          ,IT,+44:07:06,+011:00:20, 480, TG3,20180407,20220130,   54,Valentina Pavan                                   
 2807,195184,DIGA DI SUVIANA                         ,IT,+44:08:04,+011:02:35, 500, TG3,20180407,20220116,   54,Valentina Pavan                                   
 2808,195168,DIGA DI QUARTO                          ,IT,+43:53:26,+012:05:11, 325, TG3,20180407,20220130,   54,Valentina Pavan                                   
17609,195056,CORNIOLO                                ,IT,+43:54:26,+011:47:35, 555, TG3,20051231,20220130,   54,Valentina Pavan                                   
17609,195176,DIGA_DI_RIDRACOLI                       ,IT,+43:52:12,+011:50:19, 565, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2809,195160,DIGA DI PAVANA                          ,IT,+44:07:06,+011:00:20, 480, TG3,20180407,20220130,   54,Valentina Pavan                                   
 2809,195184,DIGA DI SUVIANA                         ,IT,+44:08:04,+011:02:35, 500, TG3,20180407,20220116,   54,Valentina Pavan                                   
17610,195192,DOCCIA_DI_FIUMALBO                      ,IT,+44:11:24,+010:40:23,1371, TG3,20051231,20220130,   54,Valentina Pavan                                   
17614,195232,FARFANARO                               ,IT,+44:34:00,+009:40:46, 787, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2811,195248,FARNETA CENTRALE                        ,IT,+44:21:00,+010:34:12, 703, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2811,197840,VILLA MINOZZO                           ,IT,+44:21:45,+010:27:36, 704, TG3,20051231,20220130,   54,Valentina Pavan                                   
17616,195256,FEBBIO                                  ,IT,+44:17:52,+010:25:38,1148, TG3,20051231,20220130,   54,Valentina Pavan                                   
17616,196312,OSPITALETTO (OSPEDALETTO)               ,IT,+44:17:49,+010:19:00,1150, TG3,20051231,20220130,   54,Valentina Pavan                                   
  170,195264,FERRARA                                 ,IT,+44:49:57,+011:37:16,  15, TG3,20051231,20190429,   54,Valentina Pavan                                   
  170,195792,MALBORGHETTO                            ,IT,+44:51:28,+011:39:40,   4, TG3,20061003,20220130,   54,Valentina Pavan                                   
  170,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
  170,197960,FERRARA_URBANA                          ,IT,+44:49:56,+011:37:16,  26, TG3,20051231,20220130,   54,Valentina Pavan                                   
  170,916133,FERRARA                                 ,IT,+44:50:00,+011:37:00,  11, TG5,20050602,20200229,     ,                    
  170,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
17618,195280,FIDENZA                                 ,IT,+44:53:36,+010:04:59,  58, TG3,20051231,20170131,   54,Valentina Pavan                                   
17618,195472,GRUGNO                                  ,IT,+44:52:37,+010:13:32,  42, TG3,20051231,20160707,   54,Valentina Pavan                                   
17619,195288,FINALE_EMILIA                           ,IT,+44:48:56,+011:15:04,  16, TG3,20060531,20220130,   54,Valentina Pavan                                   
17619,197104,SAN_FELICE_SUL_PANARO                   ,IT,+44:49:33,+011:07:32,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2814,195296,FIORENZUOLA D'ARDA                      ,IT,+44:56:04,+009:53:43,  79, TG3,20051231,20070801,   54,Valentina Pavan                                   
 2815,195304,FIRENZUOLA                              ,IT,+44:07:19,+011:22:28, 476, TG3,20051231,20220130,   54,Valentina Pavan                                   
17622,195352,FORLI_URBANA                            ,IT,+44:13:13,+012:02:30,  51, TG3,20051231,20220130,   54,Valentina Pavan                                   
17622,196848,REDA_DI_FAENZA                          ,IT,+44:16:33,+011:55:25,  32, TG3,20051231,20190530,   54,Valentina Pavan                                   
17622,916147,FORLI                                   ,IT,+44:12:00,+012:04:00,  32, TG5,20000526,20150922,     ,                    
17623,195360,FORMIGINE                               ,IT,+44:33:04,+010:54:33,  90, TG3,20051231,20210629,   54,Valentina Pavan                                   
17623,197944,MODENA_URBANA                           ,IT,+44:39:23,+010:55:01,  73, TG3,20051231,20220129,   54,Valentina Pavan                                   
 2821,195368,IDROVORA FOSSO GHIAIA                   ,IT,+44:21:12,+012:15:54,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
 2821,197216,SAN_PIETRO_IN_VINCOLI                   ,IT,+44:18:50,+012:09:36,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2821,197336,SAN_ZACCARIA                            ,IT,+44:15:26,+012:12:50,  10, TG3,20051231,20210629,   54,Valentina Pavan                                   
17624,195376,FRASSINETO                              ,IT,+44:34:53,+009:35:06, 824, TG3,20051231,20220130,   54,Valentina Pavan                                   
17625,195384,FRASSINORO                              ,IT,+44:17:44,+010:34:32,1091, TG3,20051231,20220130,   54,Valentina Pavan                                   
17627,195400,GAIBANELLA                              ,IT,+44:46:08,+011:39:45,   3, TG3,20181107,20200130,   54,Valentina Pavan                                   
17627,197056,SAN_BARTOLOMEO_IN_BOSCO                 ,IT,+44:44:29,+011:36:23,   8, TG3,20121231,20180220,   54,Valentina Pavan                                   
17627,197416,SELLARINO_VOGHIERA                      ,IT,+44:44:47,+011:44:46,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17627,197960,FERRARA_URBANA                          ,IT,+44:49:56,+011:37:16,  26, TG3,20051231,20220130,   54,Valentina Pavan                                   
17627,916133,FERRARA                                 ,IT,+44:50:00,+011:37:00,  11, TG5,20050602,20200229,     ,                    
17627,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
17628,195408,GAINAGO                                 ,IT,+44:53:07,+010:22:50,  28, TG3,20051231,20220130,   54,Valentina Pavan                                   
17628,916130,PARMA                                   ,IT,+44:49:00,+010:17:00,  52, TG5,20050409,20141125,     ,                    
17629,195416,GALLO                                   ,IT,+44:43:26,+011:32:43,  21, TG3,20051231,20111103,   54,Valentina Pavan                                   
17629,196576,POGGIO_RENATICO                         ,IT,+44:45:55,+011:28:58,  10, TG3,20121231,20180220,   54,Valentina Pavan                                   
17629,197056,SAN_BARTOLOMEO_IN_BOSCO                 ,IT,+44:44:29,+011:36:23,   8, TG3,20121231,20180220,   54,Valentina Pavan                                   
17629,197208,SAN_PIETRO_CAPOFIUME                    ,IT,+44:39:13,+011:37:21,  11, TG3,20051231,20220130,   54,Valentina Pavan                                   
17629,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
17630,195424,GARIGA                                  ,IT,+44:58:00,+009:40:55, 102, TG3,20070728,20090312,   54,Valentina Pavan                                   
17631,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17631,195432,GIRALDA                                 ,IT,+44:48:51,+012:14:54,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17631,195616,LAGOSANTO                               ,IT,+44:44:22,+012:08:55,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17631,197136,SAN_GIUSEPPE                            ,IT,+44:43:49,+012:11:09,  -5, TG3,20181213,20200130,   54,Valentina Pavan                                   
17631,197856,VOLANO                                  ,IT,+44:48:46,+012:15:01,   1, TG3,20060718,20181016,   54,Valentina Pavan                                   
17632,195440,GRAMMATICA                              ,IT,+44:26:17,+010:05:34, 980, TG3,20051231,20220130,   54,Valentina Pavan                                   
17632,196240,MUSIARA_SUPERIORE                       ,IT,+44:29:54,+010:10:42, 982, TG3,20051231,20220130,   54,Valentina Pavan                                   
17633,195448,GRANAROLO_FAENTINO                      ,IT,+44:21:36,+011:57:30,  15, TG3,20051231,20220130,   54,Valentina Pavan                                   
17633,196848,REDA_DI_FAENZA                          ,IT,+44:16:33,+011:55:25,  32, TG3,20051231,20190530,   54,Valentina Pavan                                   
17633,197240,SANTAGATA_SUL_SANTERNO                  ,IT,+44:26:54,+011:51:59,  10, TG3,20051231,20220110,   54,Valentina Pavan                                   
17633,197304,SANTERNO_SENIO_1                        ,IT,+44:24:03,+011:51:49,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17635,194312,BETTOLA                                 ,IT,+44:46:59,+009:36:07, 329, TG3,20051231,20220130,   54,Valentina Pavan                                   
17635,195464,GROPPARELLO                             ,IT,+44:49:30,+009:43:31, 341, TG3,20170205,20220130,   54,Valentina Pavan                                   
17636,195408,GAINAGO                                 ,IT,+44:53:07,+010:22:50,  28, TG3,20051231,20220130,   54,Valentina Pavan                                   
17636,195472,GRUGNO                                  ,IT,+44:52:37,+010:13:32,  42, TG3,20051231,20160707,   54,Valentina Pavan                                   
17636,197192,SAN_PANCRAZIO                           ,IT,+44:48:29,+010:16:20,  59, TG3,20051231,20220130,   54,Valentina Pavan                                   
17636,916130,PARMA                                   ,IT,+44:49:00,+010:17:00,  52, TG5,20050409,20141125,     ,                    
17637,195480,GUAGNINO                                ,IT,+44:41:18,+012:12:41,   1, TG3,20100708,20220130,   54,Valentina Pavan                                   
17637,196712,PORTO_GARIBALDI                         ,IT,+44:40:36,+012:14:57,   0, TG3,20141224,20200130,   54,Valentina Pavan                                   
 2819,195496,GUIGLIA (STAZ. AGRARIA)                 ,IT,+44:25:57,+010:59:33, 456, TG3,20051231,20220130,   54,Valentina Pavan                                   
17639,195368,IDROVORA FOSSO GHIAIA                   ,IT,+44:21:12,+012:15:54,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17639,195512,IDROVORO_FOSSO_GHIAIA                   ,IT,+44:21:12,+012:15:53,   2, TG3,20180407,20190429,   54,Valentina Pavan                                   
17639,197216,SAN_PIETRO_IN_VINCOLI                   ,IT,+44:18:50,+012:09:36,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
17639,197336,SAN_ZACCARIA                            ,IT,+44:15:26,+012:12:50,  10, TG3,20051231,20210629,   54,Valentina Pavan                                   
 2822,194808,CASTEL_SAN_PIETRO                       ,IT,+44:24:40,+011:35:49,  58, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2822,195528,IMOLA                                   ,IT,+44:20:45,+011:42:46,  42, TG3,20111115,20220130,   54,Valentina Pavan                                   
 2822,197368,SASSO_MORELLI                           ,IT,+44:25:10,+011:45:14,  19, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2822,197376,SASSO_MORELLI_BEGHINA                   ,IT,+44:23:50,+011:43:27,  28, TG3,20120503,20160506,   54,Valentina Pavan                                   
17641,194808,CASTEL_SAN_PIETRO                       ,IT,+44:24:40,+011:35:49,  58, TG3,20051231,20220130,   54,Valentina Pavan                                   
17641,195528,IMOLA                                   ,IT,+44:20:45,+011:42:46,  42, TG3,20111115,20220130,   54,Valentina Pavan                                   
17641,195536,IMOLA2                                  ,IT,+44:22:44,+011:39:08,  66, TG3,20181107,20190530,   54,Valentina Pavan                                   
17641,195544,IMOLA_MARIO_NERI                        ,IT,+44:19:59,+011:44:58,  68, TG3,20051231,20211030,   54,Valentina Pavan                                   
17642,195544,IMOLA_MARIO_NERI                        ,IT,+44:19:59,+011:44:58,  68, TG3,20051231,20211030,   54,Valentina Pavan                                   
17643,195552,INVASO                                  ,IT,+44:13:38,+011:13:18, 460, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2823,195560,ISOLA DI PALANZANO CENTRALE             ,IT,+44:25:42,+010:09:44, 597, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2823,195832,MARRA CENTRALE                          ,IT,+44:28:24,+010:02:51, 618, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2825,194296,BERRA                                   ,IT,+44:58:04,+011:53:44,   3, TG3,20121231,20180305,   54,Valentina Pavan                                   
 2825,194936,CIPRIANO                                ,IT,+44:55:56,+011:53:48,   1, TG3,20051231,20190530,   54,Valentina Pavan                                   
 2825,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
 2825,195088,CORTE_CENTRALE                          ,IT,+44:47:13,+012:01:39,  -2, TG3,20181107,20200130,   54,Valentina Pavan                                   
 2825,195568,JOLANDA DI SAVOIA                       ,IT,+44:53:11,+011:58:36,  -2, TG3,20121231,20180220,   54,Valentina Pavan                                   
17644,195576,LAGDEI                                  ,IT,+44:24:47,+010:00:34,1252, TG3,20051231,20220130,   54,Valentina Pavan                                   
17645,195584,LAGO_BALLANO                            ,IT,+44:22:10,+010:06:07,1339, TG3,20051231,20220130,   54,Valentina Pavan                                   
17647,195600,LAGO_PADULI                             ,IT,+44:20:44,+010:08:18,1151, TG3,20051231,20220130,   54,Valentina Pavan                                   
17648,195608,LAGO_PRATIGNANO                         ,IT,+44:10:38,+010:49:04,1319, TG3,20051231,20220130,   54,Valentina Pavan                                   
17649,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17649,195432,GIRALDA                                 ,IT,+44:48:51,+012:14:54,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17649,195480,GUAGNINO                                ,IT,+44:41:18,+012:12:41,   1, TG3,20100708,20220130,   54,Valentina Pavan                                   
17649,195616,LAGOSANTO                               ,IT,+44:44:22,+012:08:55,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17649,196648,PONTE_MAODINO                           ,IT,+44:49:37,+012:07:58,  -3, TG3,20181107,20190530,   54,Valentina Pavan                                   
17649,197136,SAN_GIUSEPPE                            ,IT,+44:43:49,+012:11:09,  -5, TG3,20181213,20200130,   54,Valentina Pavan                                   
17649,197856,VOLANO                                  ,IT,+44:48:46,+012:15:01,   1, TG3,20060718,20181016,   54,Valentina Pavan                                   
17650,195624,LAGO_SCAFFAIOLO                         ,IT,+44:07:09,+010:48:32,1794, TG3,20100804,20211230,   54,Valentina Pavan                                   
17651,195632,LAMA                                    ,IT,+43:49:55,+011:50:22, 715, TG3,20051231,20220130,   54,Valentina Pavan                                   
16702,195648,LANGHIRANO                              ,IT,+44:36:14,+010:15:39, 269, TG3,20051231,20210609,   54,Valentina Pavan                                   
16702,197504,SIVIZZANO                               ,IT,+44:38:33,+010:21:25, 258, TG3,20051231,20170131,   54,Valentina Pavan                                   
17653,195656,LA_STELLA                               ,IT,+44:31:47,+010:29:26, 729, TG3,20051231,20220130,   54,Valentina Pavan                                   
17653,196752,PREDOLO                                 ,IT,+44:29:03,+010:26:48, 751, TG3,20051231,20220130,   54,Valentina Pavan                                   
17655,195128,DIAMANTINA                              ,IT,+44:53:09,+011:30:42,   5, TG3,20121231,20180220,   54,Valentina Pavan                                   
17655,195672,LA_VALLETTA                             ,IT,+44:54:52,+011:29:46,   6, TG3,20051231,20200130,   54,Valentina Pavan                                   
17655,195952,MIRABELLO                               ,IT,+44:49:54,+011:27:15,  10, TG3,20051231,20220130,   54,Valentina Pavan                                   
17655,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
17657,195688,LAVEZZOLA                               ,IT,+44:33:48,+011:50:38,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
17657,197272,SANTANTONIO_ARPA                        ,IT,+44:34:07,+011:43:57,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
  859,195712,LIGONCHIO CENTRALE                      ,IT,+44:19:01,+010:20:42, 900, TG3,20051231,20220130,   54,Valentina Pavan                                   
17661,195728,LODOLONE                                ,IT,+44:11:51,+011:52:29, 250, TG3,20051231,20211230,   54,Valentina Pavan                                   
17662,195736,LOIANO                                  ,IT,+44:15:59,+011:19:00, 745, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2829,195448,GRANAROLO_FAENTINO                      ,IT,+44:21:36,+011:57:30,  15, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2829,195744,LUGO DI ROMAGNA                         ,IT,+44:25:04,+011:54:48,  14, TG3,20130408,20150305,   54,Valentina Pavan                                   
 2829,197240,SANTAGATA_SUL_SANTERNO                  ,IT,+44:26:54,+011:51:59,  10, TG3,20051231,20220110,   54,Valentina Pavan                                   
 2829,197304,SANTERNO_SENIO_1                        ,IT,+44:24:03,+011:51:49,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17664,195760,MADONNA_DEI_FORNELLI                    ,IT,+44:12:56,+011:15:24, 900, TG3,20051231,20220130,   54,Valentina Pavan                                   
17666,195648,LANGHIRANO                              ,IT,+44:36:14,+010:15:39, 269, TG3,20051231,20210609,   54,Valentina Pavan                                   
17666,195776,MAIATICO                                ,IT,+44:42:10,+010:12:22, 276, TG3,20051231,20170131,   54,Valentina Pavan                                   
17667,195264,FERRARA                                 ,IT,+44:49:57,+011:37:16,  15, TG3,20051231,20190429,   54,Valentina Pavan                                   
17667,195792,MALBORGHETTO                            ,IT,+44:51:28,+011:39:40,   4, TG3,20061003,20220130,   54,Valentina Pavan                                   
17667,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
17667,197960,FERRARA_URBANA                          ,IT,+44:49:56,+011:37:16,  26, TG3,20051231,20220130,   54,Valentina Pavan                                   
17667,916133,FERRARA                                 ,IT,+44:50:00,+011:37:00,  11, TG5,20050602,20200229,     ,                    
17667,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
 1733,195816,MARINA DI RAVENNA                       ,IT,+44:29:27,+012:17:02,   3, TG3,20180407,20220113,   54,Valentina Pavan                                   
 1733,196632,PONTE_CHIAVICA                          ,IT,+44:33:40,+012:14:37,   4, TG3,20051231,20070907,   54,Valentina Pavan                                   
 1733,196840,RAVENNA_LE_BASSETTE                     ,IT,+44:27:55,+012:12:19,   2, TG3,20051231,20131231,   54,Valentina Pavan                                   
 1733,198016,RAVENNA_URBANA                          ,IT,+44:24:53,+012:12:00,  27, TG3,20051231,20220130,   54,Valentina Pavan                                   
 1733,916145,PUNTA MARINA                            ,IT,+44:28:00,+012:17:00,   7, TG5,20050602,20090402,     ,                    
 1733,916146,PUNTA MARINA                            ,IT,+44:28:00,+012:17:00,   6, TG5,19820113,20200229,     ,                    
17669,195824,MARMORTA                                ,IT,+44:37:19,+011:43:36,   6, TG3,20120430,20160412,   54,Valentina Pavan                                   
17669,196320,OSPITALMONACALE                         ,IT,+44:40:06,+011:43:17,   0, TG3,20121231,20180220,   54,Valentina Pavan                                   
17669,197208,SAN_PIETRO_CAPOFIUME                    ,IT,+44:39:13,+011:37:21,  11, TG3,20051231,20220130,   54,Valentina Pavan                                   
17669,197272,SANTANTONIO_ARPA                        ,IT,+44:34:07,+011:43:57,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2832,195832,MARRA CENTRALE                          ,IT,+44:28:24,+010:02:51, 618, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2833,194176,BANDO                                   ,IT,+44:39:42,+011:51:08,  -2, TG3,20181107,20200130,   54,Valentina Pavan                                   
 2833,195848,MARTINELLA                              ,IT,+44:42:41,+011:53:04,   1, TG3,20210630,20220130,   54,Valentina Pavan                                   
 2833,195888,MEDELANA                                ,IT,+44:46:22,+011:52:02,   0, TG3,20121231,20180220,   54,Valentina Pavan                                   
 2833,195928,MEZZANO_NORD-OVEST                      ,IT,+44:40:10,+011:53:54,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
 2833,196328,OSTELLATO                               ,IT,+44:42:26,+011:53:28,   0, TG3,20051231,20180220,   54,Valentina Pavan                                   
 2833,196992,SAIARINO                                ,IT,+44:37:21,+011:48:45,   8, TG3,20051231,20090527,   54,Valentina Pavan                                   
 2833,197416,SELLARINO_VOGHIERA                      ,IT,+44:44:47,+011:44:46,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17670,195856,MARTORANO                               ,IT,+44:09:58,+012:16:04,  25, TG3,20060713,20220130,   54,Valentina Pavan                                   
17670,197336,SAN_ZACCARIA                            ,IT,+44:15:26,+012:12:50,  10, TG3,20051231,20210629,   54,Valentina Pavan                                   
17670,916148,CERVIA                                  ,IT,+44:13:00,+012:18:00,  10, TG5,20000526,20200229,     ,                    
17671,194560,CAMPOGALLIANO                           ,IT,+44:41:36,+010:51:11,  40, TG3,20051231,20170306,   54,Valentina Pavan                                   
17671,195864,MARZAGLIA                               ,IT,+44:38:13,+010:48:21,  54, TG3,20080923,20220130,   54,Valentina Pavan                                   
17671,197944,MODENA_URBANA                           ,IT,+44:39:23,+010:55:01,  73, TG3,20051231,20220129,   54,Valentina Pavan                                   
17671,916128,MODENA                                  ,IT,+44:39:00,+010:57:00,  34, TG5,20050411,20120613,     ,                    
17674,195848,MARTINELLA                              ,IT,+44:42:41,+011:53:04,   1, TG3,20210630,20220130,   54,Valentina Pavan                                   
17674,195888,MEDELANA                                ,IT,+44:46:22,+011:52:02,   0, TG3,20121231,20180220,   54,Valentina Pavan                                   
17674,196328,OSTELLATO                               ,IT,+44:42:26,+011:53:28,   0, TG3,20051231,20180220,   54,Valentina Pavan                                   
17674,197416,SELLARINO_VOGHIERA                      ,IT,+44:44:47,+011:44:46,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17675,195896,MEDESANO                                ,IT,+44:44:33,+010:08:50, 104, TG3,20051231,20161022,   54,Valentina Pavan                                   
17676,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17676,195912,MESOLA                                  ,IT,+44:55:09,+012:10:21,  -3, TG3,20121231,20200130,   54,Valentina Pavan                                   
17676,196648,PONTE_MAODINO                           ,IT,+44:49:37,+012:07:58,  -3, TG3,20181107,20190530,   54,Valentina Pavan                                   
17678,194176,BANDO                                   ,IT,+44:39:42,+011:51:08,  -2, TG3,20181107,20200130,   54,Valentina Pavan                                   
17678,195848,MARTINELLA                              ,IT,+44:42:41,+011:53:04,   1, TG3,20210630,20220130,   54,Valentina Pavan                                   
17678,195888,MEDELANA                                ,IT,+44:46:22,+011:52:02,   0, TG3,20121231,20180220,   54,Valentina Pavan                                   
17678,195928,MEZZANO_NORD-OVEST                      ,IT,+44:40:10,+011:53:54,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17678,196328,OSTELLATO                               ,IT,+44:42:26,+011:53:28,   0, TG3,20051231,20180220,   54,Valentina Pavan                                   
17678,196992,SAIARINO                                ,IT,+44:37:21,+011:48:45,   8, TG3,20051231,20090527,   54,Valentina Pavan                                   
17679,194472,BUDRIO_DONDINA                          ,IT,+44:31:19,+011:32:59,  30, TG3,20120430,20160505,   54,Valentina Pavan                                   
17679,195936,MEZZOLARA                               ,IT,+44:34:15,+011:32:01,  20, TG3,20051231,20220130,   54,Valentina Pavan                                   
17679,197016,SALETTO                                 ,IT,+44:37:56,+011:26:28,  18, TG3,20100708,20220130,   54,Valentina Pavan                                   
17680,195128,DIAMANTINA                              ,IT,+44:53:09,+011:30:42,   5, TG3,20121231,20180220,   54,Valentina Pavan                                   
17680,195672,LA_VALLETTA                             ,IT,+44:54:52,+011:29:46,   6, TG3,20051231,20200130,   54,Valentina Pavan                                   
17680,195952,MIRABELLO                               ,IT,+44:49:54,+011:27:15,  10, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2836,195960,MIRANDOLA                               ,IT,+44:53:10,+011:00:59,  18, TG3,20051231,20210813,   54,Valentina Pavan                                   
 2836,196928,ROLO                                    ,IT,+44:53:05,+010:52:26,  20, TG3,20060124,20220114,   54,Valentina Pavan                                   
 2836,197104,SAN_FELICE_SUL_PANARO                   ,IT,+44:49:33,+011:07:32,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2838,194048,ALBARETO                                ,IT,+44:42:07,+010:57:24,  28, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2838,194752,CASTELFRANCO_EMILIA                     ,IT,+44:37:52,+011:01:46,  32, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2838,195864,MARZAGLIA                               ,IT,+44:38:13,+010:48:21,  54, TG3,20080923,20220130,   54,Valentina Pavan                                   
 2838,195968,MODENA                                  ,IT,+44:38:53,+010:56:04,  34, TG3,20051231,20190429,   54,Valentina Pavan                                   
 2838,916128,MODENA                                  ,IT,+44:39:00,+010:57:00,  34, TG5,20050411,20120613,     ,                    
17681,195984,MODIGLIANA_ARPA                         ,IT,+44:07:12,+011:48:29, 556, TG3,20051231,20200130,   54,Valentina Pavan                                   
