EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 08-04-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
17798,197216,SAN_PIETRO_IN_VINCOLI                   ,IT,+44:18:50,+012:09:36,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
17798,197336,SAN_ZACCARIA                            ,IT,+44:15:26,+012:12:50,  10, TG3,20051231,20210629,   54,Valentina Pavan                                   
17798,916148,CERVIA                                  ,IT,+44:13:00,+012:18:00,  10, TG5,20000526,20200229,     ,                    
17799,194368,BOLOGNA_SAN_LUCA                        ,IT,+44:28:43,+011:17:54, 286, TG3,20090724,20220130,   54,Valentina Pavan                                   
17799,197360,SASSO_MARCONI_ARPA                      ,IT,+44:26:22,+011:14:28, 275, TG3,20051231,20220130,   54,Valentina Pavan                                   
17800,195528,IMOLA                                   ,IT,+44:20:45,+011:42:46,  42, TG3,20111115,20220130,   54,Valentina Pavan                                   
17800,197240,SANTAGATA_SUL_SANTERNO                  ,IT,+44:26:54,+011:51:59,  10, TG3,20051231,20220110,   54,Valentina Pavan                                   
17800,197304,SANTERNO_SENIO_1                        ,IT,+44:24:03,+011:51:49,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17800,197368,SASSO_MORELLI                           ,IT,+44:25:10,+011:45:14,  19, TG3,20051231,20220130,   54,Valentina Pavan                                   
17801,195528,IMOLA                                   ,IT,+44:20:45,+011:42:46,  42, TG3,20111115,20220130,   54,Valentina Pavan                                   
17801,197304,SANTERNO_SENIO_1                        ,IT,+44:24:03,+011:51:49,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17801,197368,SASSO_MORELLI                           ,IT,+44:25:10,+011:45:14,  19, TG3,20051231,20220130,   54,Valentina Pavan                                   
17801,197376,SASSO_MORELLI_BEGHINA                   ,IT,+44:23:50,+011:43:27,  28, TG3,20120503,20160506,   54,Valentina Pavan                                   
17802,197384,SASSOSTORNO                             ,IT,+44:15:33,+010:40:26, 971, TG3,20051231,20220130,   54,Valentina Pavan                                   
17806,195848,MARTINELLA                              ,IT,+44:42:41,+011:53:04,   1, TG3,20210630,20220130,   54,Valentina Pavan                                   
17806,196784,QUARTESANA                              ,IT,+44:49:05,+011:44:56,   2, TG3,20121231,20180220,   54,Valentina Pavan                                   
17806,197416,SELLARINO_VOGHIERA                      ,IT,+44:44:47,+011:44:46,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17807,197424,SELVA_FERRIERE                          ,IT,+44:35:12,+009:28:56,1109, TG3,20051231,20220130,   54,Valentina Pavan                                   
17808,197432,SELVANIZZA                              ,IT,+44:26:23,+010:14:08, 474, TG3,20140628,20220130,   54,Valentina Pavan                                   
11611,197456,SERMIDE (SP 91)                         ,IT,+45:01:00,+011:17:24,  10, TG3,20051231,20200130,   54,Valentina Pavan                                   
17811,194824,CASTENASO_VILLANOVA                     ,IT,+44:29:24,+011:25:45,  51, TG3,20120502,20160504,   54,Valentina Pavan                                   
17811,196360,PADULLE_SALA_BOLOGNESE                  ,IT,+44:37:39,+011:17:26,  25, TG3,20051231,20220130,   54,Valentina Pavan                                   
17811,197016,SALETTO                                 ,IT,+44:37:56,+011:26:28,  18, TG3,20100708,20220130,   54,Valentina Pavan                                   
17811,197464,SERPIERI                                ,IT,+44:32:54,+011:22:02,  28, TG3,20181031,20220130,   54,Valentina Pavan                                   
17811,916140,BOLOGNA/BORGO PANIGALE                  ,IT,+44:32:00,+011:18:00,  37, TG5,19820113,20200229,     ,                    
17812,197472,SERRAMAZZONI                            ,IT,+44:25:43,+010:47:13, 826, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2904,197384,SASSOSTORNO                             ,IT,+44:15:33,+010:40:26, 971, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2904,197480,SESTOLA                                 ,IT,+44:13:56,+010:46:07, 985, TG3,20051231,20220130,   54,Valentina Pavan                                   
17813,197488,SETTEFONTI                              ,IT,+44:24:09,+011:27:41, 330, TG3,20060201,20220130,   54,Valentina Pavan                                   
17814,195016,COLORNO                                 ,IT,+44:56:37,+010:20:58,  29, TG3,20051231,20161124,   54,Valentina Pavan                                   
17814,195408,GAINAGO                                 ,IT,+44:53:07,+010:22:50,  28, TG3,20051231,20220130,   54,Valentina Pavan                                   
17814,197496,SISSA                                   ,IT,+44:57:08,+010:15:33,  32, TG3,20051231,20170131,   54,Valentina Pavan                                   
17815,195648,LANGHIRANO                              ,IT,+44:36:14,+010:15:39, 269, TG3,20051231,20210609,   54,Valentina Pavan                                   
17815,197504,SIVIZZANO                               ,IT,+44:38:33,+010:21:25, 258, TG3,20051231,20170131,   54,Valentina Pavan                                   
17822,197584,TARSOGNO                                ,IT,+44:26:48,+009:37:04, 852, TG3,20051231,20220130,   54,Valentina Pavan                                   
17824,197600,TEODORANO                               ,IT,+44:05:29,+012:05:05,  79, TG3,20070111,20190211,   54,Valentina Pavan                                   
17826,197624,TERUZZI                                 ,IT,+44:41:42,+009:41:06,1077, TG3,20051231,20201030,   54,Valentina Pavan                                   
17828,197640,TORRIGLIA                               ,IT,+44:30:53,+009:09:16, 769, TG3,20051231,20220130,   54,Valentina Pavan                                   
17830,197664,TREBBIA_VALSIGIARA                      ,IT,+44:38:24,+009:19:48, 462, TG3,20051231,20220130,   54,Valentina Pavan                                   
17831,195984,MODIGLIANA_ARPA                         ,IT,+44:07:12,+011:48:29, 556, TG3,20051231,20200130,   54,Valentina Pavan                                   
17831,197672,TREBBIO                                 ,IT,+44:08:11,+011:50:13, 570, TG3,20051231,20220130,   54,Valentina Pavan                                   
17832,197688,TREPPIO                                 ,IT,+44:04:53,+011:01:58, 650, TG3,20051231,20220130,   54,Valentina Pavan                                   
17833,197696,VALDENA                                 ,IT,+44:26:38,+009:47:03, 762, TG3,20051231,20220130,   54,Valentina Pavan                                   
17837,197728,VALSENIO                                ,IT,+44:14:51,+011:39:03, 164, TG3,20110501,20150204,   54,Valentina Pavan                                   
17839,197752,VARANO_MARCHESI                         ,IT,+44:45:00,+010:01:08, 225, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2913,197768,VARSI                                   ,IT,+44:38:58,+009:49:16, 451, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2916,197776,VERGATO                                 ,IT,+44:17:16,+011:06:47, 193, TG3,20110701,20220130,   54,Valentina Pavan                                   
17841,197792,VERGIANO                                ,IT,+44:02:04,+012:30:01,  36, TG3,20051231,20210709,   54,Valentina Pavan                                   
17841,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:24,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17841,916149,RIMINI                                  ,IT,+44:02:00,+012:37:00,  13, TG5,19820114,20200229,     ,                    
17842,197088,SAN CASSIANO                            ,IT,+44:08:54,+011:41:30, 230, TG3,20140216,20220130,   54,Valentina Pavan                                   
17842,197800,VESPIGNANO                              ,IT,+44:13:58,+011:43:10, 208, TG3,20110501,20161011,   54,Valentina Pavan                                   
17843,197816,VICOBARONE                              ,IT,+44:59:29,+009:22:43, 263, TG3,20051231,20071124,   54,Valentina Pavan                                   
17843,218208,ALBARETO_-_CARAFFINI                    ,IT,+44:58:47,+009:25:00, 254, TG3,20200531,20220130,   54,Valentina Pavan                                   
17844,197824,VIGNOLA                                 ,IT,+44:29:00,+010:58:59, 115, TG3,20060118,20220130,   54,Valentina Pavan                                   
17845,197832,VILLA_GHIGI                             ,IT,+44:28:33,+011:19:31, 203, TG3,20181001,20190218,   54,Valentina Pavan                                   
 2920,195248,FARNETA CENTRALE                        ,IT,+44:21:00,+010:34:12, 703, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2920,197840,VILLA MINOZZO                           ,IT,+44:21:45,+010:27:36, 704, TG3,20051231,20220130,   54,Valentina Pavan                                   
17847,194984,CODIGORO                                ,IT,+44:50:06,+012:05:52,   2, TG3,20180407,20220130,   54,Valentina Pavan                                   
17847,195432,GIRALDA                                 ,IT,+44:48:51,+012:14:54,   3, TG3,20051231,20220130,   54,Valentina Pavan                                   
17847,195616,LAGOSANTO                               ,IT,+44:44:22,+012:08:55,  -4, TG3,20181107,20200130,   54,Valentina Pavan                                   
17847,197136,SAN_GIUSEPPE                            ,IT,+44:43:49,+012:11:09,  -5, TG3,20181213,20200130,   54,Valentina Pavan                                   
17847,197856,VOLANO                                  ,IT,+44:48:46,+012:15:01,   1, TG3,20060718,20181016,   54,Valentina Pavan                                   
17849,197872,VOLTRE                                  ,IT,+44:01:56,+012:02:35, 270, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2922,194776,CASTELLAZZO_VILLANOVA_DARDA             ,IT,+45:00:09,+010:00:17,  41, TG3,20051231,20220130,   54,Valentina Pavan                                   
 2922,197880,ZIBELLO                                 ,IT,+45:01:10,+010:07:34,  35, TG3,20051231,20220130,   54,Valentina Pavan                                   
17850,100862,BOLOGNA                                 ,IT,+44:30:00,+011:20:46,  53, TG5,18140101,20031231,   20,Maurizio Maugeri                                  
17850,194360,BOLOGNA_IDROGRAFICO                     ,IT,+44:29:59,+011:20:46,  84, TG3,20150924,20220130,   54,Valentina Pavan                                   
17850,194384,BOLOGNA_URBANA                          ,IT,+44:30:02,+011:19:43,  78, TG3,20051231,20220115,   54,Valentina Pavan                                   
17850,197888,ZOLA_PREDOSA                            ,IT,+44:29:46,+011:12:00,  65, TG3,20051231,20190429,   54,Valentina Pavan                                   
17850,916132,BOLOGNA                                 ,IT,+44:32:00,+011:17:00,  53, TG5,20050520,20191127,     ,                    
17851,196896,RIMINI                                  ,IT,+44:03:31,+012:34:47,   7, TG3,20110407,20190429,   54,Valentina Pavan                                   
17851,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:24,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17851,197904,RIMINI_AUSA                             ,IT,+44:03:23,+012:32:43,  10, TG3,20110407,20220130,   54,Valentina Pavan                                   
17851,916149,RIMINI                                  ,IT,+44:02:00,+012:37:00,  13, TG5,19820114,20200229,     ,                    
17852,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:24,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
17852,197904,RIMINI_AUSA                             ,IT,+44:03:23,+012:32:43,  10, TG3,20110407,20220130,   54,Valentina Pavan                                   
17852,916149,RIMINI                                  ,IT,+44:02:00,+012:37:00,  13, TG5,19820114,20200229,     ,                    
17856,197192,SAN_PANCRAZIO                           ,IT,+44:48:29,+010:16:20,  59, TG3,20051231,20220130,   54,Valentina Pavan                                   
17856,197936,PARMA_URBANA                            ,IT,+44:48:28,+010:19:49,  79, TG3,20190430,20211129,   54,Valentina Pavan                                   
17857,195864,MARZAGLIA                               ,IT,+44:38:13,+010:48:21,  54, TG3,20080923,20220130,   54,Valentina Pavan                                   
17857,197944,MODENA_URBANA                           ,IT,+44:39:23,+010:55:01,  73, TG3,20051231,20220129,   54,Valentina Pavan                                   
17878,195792,MALBORGHETTO                            ,IT,+44:51:28,+011:39:40,   4, TG3,20061003,20220130,   54,Valentina Pavan                                   
17878,196640,PONTELAGOSCURO                          ,IT,+44:53:17,+011:36:29,   8, TG3,20051231,20220130,   54,Valentina Pavan                                   
17878,197960,FERRARA_URBANA                          ,IT,+44:49:56,+011:37:16,  26, TG3,20051231,20220130,   54,Valentina Pavan                                   
17878,916133,FERRARA                                 ,IT,+44:50:00,+011:37:00,  11, TG5,20050602,20200229,     ,                    
17878,916138,FERRARA                                 ,IT,+44:49:00,+011:37:00,   9, TG5,20000915,20200229,     ,                    
17861,194472,BUDRIO_DONDINA                          ,IT,+44:31:19,+011:32:59,  30, TG3,20120430,20160505,   54,Valentina Pavan                                   
17861,197984,BUDRIO_PRUNARO                          ,IT,+44:30:33,+011:31:12,  46, TG3,20120503,20160504,   54,Valentina Pavan                                   
17862,195936,MEZZOLARA                               ,IT,+44:34:15,+011:32:01,  20, TG3,20051231,20220130,   54,Valentina Pavan                                   
17862,197208,SAN_PIETRO_CAPOFIUME                    ,IT,+44:39:13,+011:37:21,  11, TG3,20051231,20220130,   54,Valentina Pavan                                   
17862,197992,BUDRIO_ROTTA_DEL_GIARDINO               ,IT,+44:35:52,+011:35:41,  10, TG3,20120503,20160505,   54,Valentina Pavan                                   
17865,195816,MARINA DI RAVENNA                       ,IT,+44:29:27,+012:17:02,   3, TG3,20180407,20220113,   54,Valentina Pavan                                   
17865,197216,SAN_PIETRO_IN_VINCOLI                   ,IT,+44:18:50,+012:09:36,   5, TG3,20051231,20220130,   54,Valentina Pavan                                   
17865,198016,RAVENNA_URBANA                          ,IT,+44:24:53,+012:12:00,  27, TG3,20051231,20220130,   54,Valentina Pavan                                   
17865,916145,PUNTA MARINA                            ,IT,+44:28:00,+012:17:00,   7, TG5,20050602,20090402,     ,                    
17865,916146,PUNTA MARINA                            ,IT,+44:28:00,+012:17:00,   6, TG5,19820113,20200229,     ,                    
17867,198032,RIOLA_DI_VERGATO                        ,IT,+44:13:42,+011:03:20, 287, TG3,20190430,20220130,   54,Valentina Pavan                                   
17875,194856,CAVRIAGO                                ,IT,+44:41:22,+010:30:38,  95, TG3,20051231,20190530,   54,Valentina Pavan                                   
17875,198104,REGGIO_NELLEMILIA_URBANA                ,IT,+44:41:52,+010:38:01,  72, TG3,20051231,20220130,   54,Valentina Pavan                                   
17876,195448,GRANAROLO_FAENTINO                      ,IT,+44:21:36,+011:57:30,  15, TG3,20051231,20220130,   54,Valentina Pavan                                   
17876,197240,SANTAGATA_SUL_SANTERNO                  ,IT,+44:26:54,+011:51:59,  10, TG3,20051231,20220110,   54,Valentina Pavan                                   
17876,197304,SANTERNO_SENIO_1                        ,IT,+44:24:03,+011:51:49,  16, TG3,20051231,20180501,   54,Valentina Pavan                                   
17876,198112,LUGO_RA                                 ,IT,+44:25:03,+011:54:47,  14, TG3,20130408,20150305,   54,Valentina Pavan                                   
16488,198286,CARLOFORTE                              ,IT,+39:08:14,+008:18:43,  18,TG17,19010101,19321130,   73,Giuseppe Bianco                                   
16488,198287,CARLOFORTE                              ,IT,+39:08:14,+008:18:43,  18,TG18,19321201,19551231,   73,Giuseppe Bianco                                   
21779,197816,VICOBARONE                              ,IT,+44:59:29,+009:22:43, 263, TG3,20051231,20071124,   54,Valentina Pavan                                   
21779,218208,ALBARETO_-_CARAFFINI                    ,IT,+44:58:47,+009:25:00, 254, TG3,20200531,20220130,   54,Valentina Pavan                                   
21779,218240,VICOMARINO                              ,IT,+44:58:50,+009:23:05, 234, TG3,20200531,20220130,   54,Valentina Pavan                                   
21780,196512,PIANELLO_VAL_TIDONE                     ,IT,+44:57:03,+009:24:06, 185, TG3,20051231,20220130,   54,Valentina Pavan                                   
21780,218216,BORGONOVO_-_GENESI                      ,IT,+44:58:05,+009:26:06, 164, TG3,20200531,20220130,   54,Valentina Pavan                                   
21781,218224,LAGO_SCAFFAIOLO_NIVO                    ,IT,+44:07:08,+010:49:03,1662, TG3,20200531,20220130,   54,Valentina Pavan                                   
21782,218232,VERAGO                                  ,IT,+44:57:46,+009:24:01, 320, TG3,20200531,20210216,   54,Valentina Pavan                                   
21783,218208,ALBARETO_-_CARAFFINI                    ,IT,+44:58:47,+009:25:00, 254, TG3,20200531,20220130,   54,Valentina Pavan                                   
21783,218240,VICOMARINO                              ,IT,+44:58:50,+009:23:05, 234, TG3,20200531,20220130,   54,Valentina Pavan                                   
21784,194840,CATTOLICA                               ,IT,+43:57:30,+012:44:22,   5, TG3,20060727,20220130,   54,Valentina Pavan                                   
21784,218248,CONCA                                   ,IT,+43:57:29,+012:42:00,  19, TG3,20200708,20201030,   54,Valentina Pavan                                   
21784,916149,RIMINI                                  ,IT,+44:02:00,+012:37:00,  13, TG5,19820114,20200229,     ,                    
21785,194840,CATTOLICA                               ,IT,+43:57:30,+012:44:22,   5, TG3,20060727,20220130,   54,Valentina Pavan                                   
21785,197896,RIMINI_URBANA                           ,IT,+44:03:33,+012:34:24,  16, TG3,20051231,20220130,   54,Valentina Pavan                                   
21785,218248,CONCA                                   ,IT,+43:57:29,+012:42:00,  19, TG3,20200708,20201030,   54,Valentina Pavan                                   
21785,218256,RICCIONE_URBANA                         ,IT,+44:00:01,+012:39:18,  22, TG3,20200918,20220130,   54,Valentina Pavan                                   
21785,916149,RIMINI                                  ,IT,+44:02:00,+012:37:00,  13, TG5,19820114,20200229,     ,                    
22462,194096,ANITA                                   ,IT,+44:33:55,+012:02:48,  -4, TG3,20121231,20200130,   54,Valentina Pavan                                   
22462,194576,CAMSE                                   ,IT,+44:36:00,+012:04:38,  -1, TG3,20051231,20171115,   54,Valentina Pavan                                   
22462,196632,PONTE_CHIAVICA                          ,IT,+44:33:40,+012:14:37,   4, TG3,20051231,20070907,   54,Valentina Pavan                                   
22462,196840,RAVENNA_LE_BASSETTE                     ,IT,+44:27:55,+012:12:19,   2, TG3,20051231,20131231,   54,Valentina Pavan                                   
22462,220992,UMANA                                   ,IT,+44:33:10,+012:06:34,   1, TG3,20211031,20220130,   54,Valentina Pavan                                   
